State,District,Crop,Season,Year,Yield_Kg_Ha
Arunachal Pradesh,Papum Pare,Wheat,Rabi,2016-17,2468.0
Arunachal Pradesh,Siang,Lentil,Rabi,2016-17,528.0
Arunachal Pradesh,Siang,Maize,Kharif,2016-17,1714.0
Arunachal Pradesh,Siang,Moong,Kharif,2016-17,955.0
Arunachal Pradesh,Siang,Rice,Kharif,2016-17,1524.0
Arunachal Pradesh,Siang,Shree Anna /Nutri Cereals,Kharif,2016-17,1052.0
Arunachal Pradesh,Siang,Small Millets,Kharif,2016-17,1052.0
Arunachal Pradesh,Siang,Tur,Kharif,2016-17,657.0
Arunachal Pradesh,Siang,Urad,Kharif,2016-17,878.0
Arunachal Pradesh,Siang,Urad,Rabi,2016-17,957.0
Arunachal Pradesh,Tawang,Maize,Kharif,2016-17,2255.0
Arunachal Pradesh,Tawang,Moong,Kharif,2016-17,1591.0
Arunachal Pradesh,Tawang,Rice,Kharif,2016-17,1555.0
Arunachal Pradesh,Tawang,Shree Anna /Nutri Cereals,Kharif,2016-17,1143.0
Arunachal Pradesh,Tawang,Small Millets,Kharif,2016-17,1143.0
Arunachal Pradesh,Tawang,Wheat,Rabi,2016-17,1748.0
Arunachal Pradesh,Tirap,Lentil,Rabi,2016-17,356.0
Arunachal Pradesh,Tirap,Maize,Kharif,2016-17,1156.0
Arunachal Pradesh,Tirap,Moong,Kharif,2016-17,882.0
Arunachal Pradesh,Tirap,Rice,Kharif,2016-17,1311.0
Arunachal Pradesh,Tirap,Shree Anna /Nutri Cereals,Kharif,2016-17,829.0
Arunachal Pradesh,Tirap,Small Millets,Kharif,2016-17,829.0
Arunachal Pradesh,Tirap,Tur,Kharif,2016-17,463.0
Arunachal Pradesh,Tirap,Urad,Kharif,2016-17,789.0
Arunachal Pradesh,Tirap,Urad,Rabi,2016-17,950.0
Arunachal Pradesh,Tirap,Wheat,Rabi,2016-17,1575.0
Arunachal Pradesh,Upper Siang,Maize,Kharif,2016-17,1296.0
Arunachal Pradesh,Upper Siang,Moong,Kharif,2016-17,1125.0
Arunachal Pradesh,Upper Siang,Rice,Kharif,2016-17,1900.0
Arunachal Pradesh,Upper Siang,Shree Anna /Nutri Cereals,Kharif,2016-17,919.0
Arunachal Pradesh,Upper Siang,Small Millets,Kharif,2016-17,919.0
Arunachal Pradesh,Upper Siang,Tur,Kharif,2016-17,916.0
Arunachal Pradesh,Upper Siang,Urad,Kharif,2016-17,857.0
Arunachal Pradesh,Upper Siang,Urad,Rabi,2016-17,844.0
Arunachal Pradesh,Upper Subansiri,Lentil,Rabi,2016-17,511.0
Arunachal Pradesh,Upper Subansiri,Maize,Kharif,2016-17,1417.0
Arunachal Pradesh,Upper Subansiri,Moong,Kharif,2016-17,1302.0
Arunachal Pradesh,Upper Subansiri,Rice,Kharif,2016-17,2071.0
Arunachal Pradesh,Upper Subansiri,Shree Anna /Nutri Cereals,Kharif,2016-17,1276.0
Arunachal Pradesh,Upper Subansiri,Small Millets,Kharif,2016-17,1276.0
Arunachal Pradesh,Upper Subansiri,Tur,Kharif,2016-17,903.0
Arunachal Pradesh,Upper Subansiri,Urad,Kharif,2016-17,1136.0
Arunachal Pradesh,Upper Subansiri,Urad,Rabi,2016-17,958.0
Arunachal Pradesh,West Kameng,Maize,Kharif,2016-17,1756.0
Arunachal Pradesh,West Kameng,Rice,Kharif,2016-17,1425.0
Arunachal Pradesh,West Kameng,Shree Anna /Nutri Cereals,Kharif,2016-17,959.0
Arunachal Pradesh,West Kameng,Small Millets,Kharif,2016-17,959.0
Arunachal Pradesh,West Kameng,Wheat,Rabi,2016-17,1692.0
Arunachal Pradesh,West Siang,Lentil,Rabi,2016-17,525.0
Arunachal Pradesh,West Siang,Maize,Kharif,2016-17,1345.0
Arunachal Pradesh,West Siang,Moong,Kharif,2016-17,958.0
Arunachal Pradesh,West Siang,Rice,Kharif,2016-17,1222.0
Arunachal Pradesh,West Siang,Shree Anna /Nutri Cereals,Kharif,2016-17,826.0
Arunachal Pradesh,West Siang,Small Millets,Kharif,2016-17,826.0
Arunachal Pradesh,West Siang,Tur,Kharif,2016-17,882.0
Arunachal Pradesh,West Siang,Urad,Kharif,2016-17,887.0
Arunachal Pradesh,West Siang,Urad,Rabi,2016-17,875.0
Assam,Baksa,Gram,Rabi,2016-17,623.0
Assam,Baksa,Lentil,Rabi,2016-17,573.0
Assam,Baksa,Maize,Kharif,2016-17,3747.0
Assam,Baksa,Moong,Rabi,2016-17,562.0
Assam,Baksa,Rice,Kharif,2016-17,1582.0
Assam,Baksa,Rice,Rabi,2016-17,1919.0
Assam,Baksa,Rice,Summer,2016-17,1964.0
Assam,Baksa,Shree Anna /Nutri Cereals,Kharif,2016-17,583.0
Assam,Baksa,Small Millets,Kharif,2016-17,583.0
Assam,Baksa,Tur,Kharif,2016-17,1095.0
Assam,Baksa,Urad,Rabi,2016-17,659.0
Assam,Baksa,Wheat,Rabi,2016-17,1761.0
Assam,Barpeta,Gram,Rabi,2016-17,542.0
Assam,Barpeta,Lentil,Rabi,2016-17,544.0
Assam,Barpeta,Maize,Kharif,2016-17,4422.0
Assam,Barpeta,Moong,Rabi,2016-17,633.0
Assam,Barpeta,Rice,Kharif,2016-17,1182.0
Assam,Barpeta,Rice,Rabi,2016-17,1663.0
Assam,Barpeta,Rice,Summer,2016-17,2803.0
Assam,Barpeta,Shree Anna /Nutri Cereals,Kharif,2016-17,602.0
Assam,Barpeta,Small Millets,Kharif,2016-17,602.0
Assam,Barpeta,Tur,Kharif,2016-17,671.0
Assam,Barpeta,Urad,Rabi,2016-17,617.0
Assam,Barpeta,Wheat,Rabi,2016-17,1388.0
Assam,Bongaigaon,Gram,Rabi,2016-17,620.0
Assam,Bongaigaon,Lentil,Rabi,2016-17,761.0
Assam,Bongaigaon,Maize,Kharif,2016-17,3164.0
Assam,Bongaigaon,Moong,Rabi,2016-17,662.0
Assam,Bongaigaon,Rice,Kharif,2016-17,812.0
Assam,Bongaigaon,Rice,Rabi,2016-17,1922.0
Assam,Bongaigaon,Rice,Summer,2016-17,2732.0
Assam,Bongaigaon,Shree Anna /Nutri Cereals,Kharif,2016-17,532.0
Assam,Bongaigaon,Small Millets,Kharif,2016-17,532.0
Assam,Bongaigaon,Tur,Kharif,2016-17,1120.0
Assam,Bongaigaon,Urad,Rabi,2016-17,686.0
Assam,Bongaigaon,Wheat,Rabi,2016-17,987.0
Assam,Cachar,Gram,Rabi,2016-17,564.0
Assam,Cachar,Lentil,Rabi,2016-17,656.0
Assam,Cachar,Maize,Kharif,2016-17,846.0
Assam,Cachar,Moong,Rabi,2016-17,657.0
Assam,Cachar,Rice,Kharif,2016-17,1864.0
Assam,Cachar,Rice,Rabi,2016-17,2105.0
Assam,Cachar,Rice,Summer,2016-17,510.0
Assam,Cachar,Shree Anna /Nutri Cereals,Kharif,2016-17,500.0
Assam,Cachar,Small Millets,Kharif,2016-17,500.0
Assam,Cachar,Tur,Kharif,2016-17,713.0
Assam,Cachar,Urad,Rabi,2016-17,676.0
Assam,Cachar,Wheat,Rabi,2016-17,1333.0
Assam,Chirang,Gram,Rabi,2016-17,469.0
Assam,Chirang,Lentil,Rabi,2016-17,655.0
Assam,Chirang,Maize,Kharif,2016-17,2256.0
Assam,Chirang,Moong,Rabi,2016-17,617.0
Assam,Chirang,Rice,Kharif,2016-17,1138.0
Assam,Chirang,Rice,Rabi,2016-17,1671.0
Assam,Chirang,Rice,Summer,2016-17,2119.0
Assam,Chirang,Shree Anna /Nutri Cereals,Kharif,2016-17,1000.0
Assam,Chirang,Small Millets,Kharif,2016-17,1000.0
Assam,Chirang,Tur,Kharif,2016-17,909.0
Assam,Chirang,Urad,Rabi,2016-17,600.0
Assam,Chirang,Wheat,Rabi,2016-17,1358.0
Assam,Darrang,Gram,Rabi,2016-17,681.0
Assam,Darrang,Lentil,Rabi,2016-17,745.0
Assam,Darrang,Maize,Kharif,2016-17,5619.0
Assam,Darrang,Moong,Rabi,2016-17,653.0
Assam,Darrang,Rice,Kharif,2016-17,932.0
Assam,Darrang,Rice,Rabi,2016-17,1932.0
Assam,Darrang,Rice,Summer,2016-17,3408.0
Assam,Darrang,Shree Anna /Nutri Cereals,Kharif,2016-17,686.0
Assam,Darrang,Small Millets,Kharif,2016-17,686.0
Assam,Darrang,Tur,Kharif,2016-17,816.0
Assam,Darrang,Urad,Rabi,2016-17,645.0
Assam,Darrang,Wheat,Rabi,2016-17,1445.0
Assam,Dhemaji,Gram,Rabi,2016-17,800.0
Assam,Dhemaji,Lentil,Rabi,2016-17,713.0
Assam,Dhemaji,Maize,Kharif,2016-17,4008.0
Assam,Dhemaji,Moong,Rabi,2016-17,704.0
Assam,Dhemaji,Rice,Kharif,2016-17,1179.0
Assam,Dhemaji,Rice,Rabi,2016-17,1484.0
Assam,Dhemaji,Rice,Summer,2016-17,911.0
Assam,Dhemaji,Shree Anna /Nutri Cereals,Kharif,2016-17,824.0
Assam,Dhemaji,Small Millets,Kharif,2016-17,824.0
Assam,Dhemaji,Tur,Kharif,2016-17,967.0
Assam,Dhemaji,Urad,Rabi,2016-17,677.0
Assam,Dhemaji,Wheat,Rabi,2016-17,400.0
Assam,Dhubri,Gram,Rabi,2016-17,727.0
Assam,Dhubri,Lentil,Rabi,2016-17,769.0
Assam,Dhubri,Maize,Kharif,2016-17,4497.0
Assam,Dhubri,Moong,Rabi,2016-17,890.0
Assam,Dhubri,Rice,Kharif,2016-17,1147.0
Assam,Dhubri,Rice,Rabi,2016-17,2043.0
Assam,Dhubri,Rice,Summer,2016-17,3901.0
Assam,Dhubri,Shree Anna /Nutri Cereals,Kharif,2016-17,902.0
Assam,Dhubri,Small Millets,Kharif,2016-17,902.0
Assam,Dhubri,Tur,Kharif,2016-17,944.0
Assam,Dhubri,Urad,Rabi,2016-17,736.0
Assam,Dhubri,Wheat,Rabi,2016-17,1341.0
Assam,Dibrugarh,Gram,Rabi,2016-17,333.0
Assam,Dibrugarh,Lentil,Rabi,2016-17,516.0
Assam,Dibrugarh,Maize,Kharif,2016-17,1607.0
Assam,Dibrugarh,Moong,Rabi,2016-17,743.0
Assam,Dibrugarh,Rice,Kharif,2016-17,2052.0
Assam,Dibrugarh,Rice,Rabi,2016-17,1933.0
Assam,Dibrugarh,Rice,Summer,2016-17,2340.0
Assam,Dibrugarh,Shree Anna /Nutri Cereals,Kharif,2016-17,500.0
Assam,Dibrugarh,Small Millets,Kharif,2016-17,500.0
Assam,Dibrugarh,Tur,Kharif,2016-17,814.0
Assam,Dibrugarh,Urad,Rabi,2016-17,678.0
Assam,Dibrugarh,Wheat,Rabi,2016-17,1333.0
Assam,Dima Hasao,Lentil,Rabi,2016-17,611.0
Assam,Dima Hasao,Maize,Kharif,2016-17,1540.0
Assam,Dima Hasao,Moong,Rabi,2016-17,469.0
Assam,Dima Hasao,Rice,Kharif,2016-17,1847.0
Assam,Dima Hasao,Rice,Rabi,2016-17,2279.0
Assam,Dima Hasao,Tur,Kharif,2016-17,720.0
Assam,Dima Hasao,Urad,Rabi,2016-17,677.0
Assam,Goalpara,Gram,Rabi,2016-17,648.0
Assam,Goalpara,Lentil,Rabi,2016-17,650.0
Assam,Goalpara,Maize,Kharif,2016-17,1746.0
Assam,Goalpara,Moong,Rabi,2016-17,600.0
Assam,Goalpara,Rice,Kharif,2016-17,913.0
Assam,Goalpara,Rice,Rabi,2016-17,2083.0
Assam,Goalpara,Rice,Summer,2016-17,2861.0
Assam,Goalpara,Shree Anna /Nutri Cereals,Kharif,2016-17,899.0
Assam,Goalpara,Small Millets,Kharif,2016-17,899.0
Assam,Goalpara,Tur,Kharif,2016-17,1201.0
Assam,Goalpara,Urad,Rabi,2016-17,588.0
Assam,Goalpara,Wheat,Rabi,2016-17,1390.0
Assam,Golaghat,Lentil,Rabi,2016-17,705.0
Assam,Golaghat,Maize,Kharif,2016-17,943.0
Assam,Golaghat,Moong,Rabi,2016-17,500.0
Assam,Golaghat,Rice,Kharif,2016-17,980.0
Assam,Golaghat,Rice,Rabi,2016-17,2056.0
Assam,Golaghat,Rice,Summer,2016-17,2068.0
Assam,Golaghat,Shree Anna /Nutri Cereals,Kharif,2016-17,466.0
Assam,Golaghat,Small Millets,Kharif,2016-17,466.0
Assam,Golaghat,Tur,Kharif,2016-17,892.0
Assam,Golaghat,Urad,Rabi,2016-17,649.0
Assam,Golaghat,Wheat,Rabi,2016-17,1344.0
Assam,Hailakandi,Gram,Rabi,2016-17,500.0
Assam,Hailakandi,Maize,Kharif,2016-17,1750.0
Assam,Hailakandi,Moong,Rabi,2016-17,451.0
Assam,Hailakandi,Rice,Kharif,2016-17,2364.0
Assam,Hailakandi,Rice,Rabi,2016-17,2221.0
Assam,Hailakandi,Rice,Summer,2016-17,2445.0
Assam,Hailakandi,Shree Anna /Nutri Cereals,Kharif,2016-17,667.0
Assam,Hailakandi,Small Millets,Kharif,2016-17,667.0
Assam,Hailakandi,Tur,Kharif,2016-17,545.0
Assam,Hailakandi,Urad,Rabi,2016-17,676.0
Assam,Jorhat,Gram,Rabi,2016-17,667.0
Assam,Jorhat,Lentil,Rabi,2016-17,788.0
Assam,Jorhat,Maize,Kharif,2016-17,2469.0
Assam,Jorhat,Moong,Rabi,2016-17,672.0
Assam,Jorhat,Rice,Kharif,2016-17,1185.0
Assam,Jorhat,Rice,Rabi,2016-17,2168.0
Assam,Jorhat,Rice,Summer,2016-17,1886.0
Assam,Jorhat,Tur,Kharif,2016-17,900.0
Assam,Jorhat,Urad,Rabi,2016-17,423.0
Assam,Jorhat,Wheat,Rabi,2016-17,1250.0
Assam,Kamrup,Gram,Rabi,2016-17,322.0
Assam,Kamrup,Lentil,Rabi,2016-17,507.0
Assam,Kamrup,Maize,Kharif,2016-17,3581.0
Assam,Kamrup,Moong,Rabi,2016-17,455.0
Assam,Kamrup,Rice,Kharif,2016-17,1293.0
Assam,Kamrup,Rice,Rabi,2016-17,2133.0
Assam,Kamrup,Rice,Summer,2016-17,2928.0
Assam,Kamrup,Shree Anna /Nutri Cereals,Kharif,2016-17,520.0
Assam,Kamrup,Small Millets,Kharif,2016-17,520.0
Assam,Kamrup,Tur,Kharif,2016-17,927.0
Assam,Kamrup,Urad,Rabi,2016-17,692.0
Assam,Kamrup,Wheat,Rabi,2016-17,1279.0
Assam,Kamrup Metro,Gram,Rabi,2016-17,333.0
Assam,Kamrup Metro,Lentil,Rabi,2016-17,509.0
Assam,Kamrup Metro,Maize,Kharif,2016-17,3227.0
Assam,Kamrup Metro,Moong,Rabi,2016-17,455.0
Assam,Kamrup Metro,Rice,Kharif,2016-17,2038.0
Assam,Kamrup Metro,Rice,Rabi,2016-17,2336.0
Assam,Kamrup Metro,Rice,Summer,2016-17,3148.0
Assam,Kamrup Metro,Shree Anna /Nutri Cereals,Kharif,2016-17,514.0
Assam,Kamrup Metro,Small Millets,Kharif,2016-17,514.0
Assam,Kamrup Metro,Tur,Kharif,2016-17,909.0
Assam,Kamrup Metro,Urad,Rabi,2016-17,675.0
Assam,Kamrup Metro,Wheat,Rabi,2016-17,1250.0
Assam,Karbi Anglong,Gram,Rabi,2016-17,767.0
Assam,Karbi Anglong,Lentil,Rabi,2016-17,616.0
Assam,Karbi Anglong,Maize,Kharif,2016-17,2214.0
Assam,Karbi Anglong,Moong,Rabi,2016-17,697.0
Assam,Karbi Anglong,Rice,Kharif,2016-17,1548.0
Assam,Karbi Anglong,Rice,Rabi,2016-17,1867.0
Assam,Karbi Anglong,Rice,Summer,2016-17,2075.0
Assam,Karbi Anglong,Shree Anna /Nutri Cereals,Kharif,2016-17,842.0
Assam,Karbi Anglong,Small Millets,Kharif,2016-17,842.0
Assam,Karbi Anglong,Tur,Kharif,2016-17,787.0
Assam,Karbi Anglong,Urad,Rabi,2016-17,677.0
Assam,Karbi Anglong,Wheat,Rabi,2016-17,1550.0
Assam,Kokrajhar,Gram,Rabi,2016-17,565.0
Assam,Kokrajhar,Lentil,Rabi,2016-17,576.0
Assam,Kokrajhar,Maize,Kharif,2016-17,660.0
Assam,Kokrajhar,Moong,Rabi,2016-17,692.0
Assam,Kokrajhar,Rice,Kharif,2016-17,1058.0
Assam,Kokrajhar,Rice,Rabi,2016-17,1892.0
Assam,Kokrajhar,Rice,Summer,2016-17,2347.0
Assam,Kokrajhar,Shree Anna /Nutri Cereals,Kharif,2016-17,667.0
Assam,Kokrajhar,Small Millets,Kharif,2016-17,667.0
Assam,Kokrajhar,Tur,Kharif,2016-17,871.0
Assam,Kokrajhar,Urad,Rabi,2016-17,813.0
Assam,Kokrajhar,Wheat,Rabi,2016-17,1650.0
Assam,Lakhimpur,Gram,Rabi,2016-17,700.0
Assam,Lakhimpur,Lentil,Rabi,2016-17,925.0
Assam,Lakhimpur,Maize,Kharif,2016-17,586.0
Assam,Lakhimpur,Moong,Rabi,2016-17,922.0
Assam,Lakhimpur,Rice,Kharif,2016-17,1211.0
Assam,Lakhimpur,Rice,Rabi,2016-17,1878.0
Assam,Lakhimpur,Rice,Summer,2016-17,2533.0
Assam,Lakhimpur,Shree Anna /Nutri Cereals,Kharif,2016-17,538.0
Assam,Lakhimpur,Small Millets,Kharif,2016-17,538.0
Assam,Lakhimpur,Tur,Kharif,2016-17,958.0
Assam,Lakhimpur,Urad,Rabi,2016-17,730.0
Assam,Lakhimpur,Wheat,Rabi,2016-17,1333.0
Assam,Marigaon,Gram,Rabi,2016-17,636.0
Assam,Marigaon,Lentil,Rabi,2016-17,755.0
Assam,Marigaon,Maize,Kharif,2016-17,1648.0
Assam,Marigaon,Moong,Rabi,2016-17,582.0
Assam,Marigaon,Rice,Kharif,2016-17,1735.0
Assam,Marigaon,Rice,Rabi,2016-17,2075.0
Assam,Marigaon,Rice,Summer,2016-17,2687.0
Assam,Marigaon,Shree Anna /Nutri Cereals,Kharif,2016-17,486.0
Assam,Marigaon,Small Millets,Kharif,2016-17,486.0
Assam,Marigaon,Tur,Kharif,2016-17,596.0
Assam,Marigaon,Urad,Rabi,2016-17,535.0
Assam,Marigaon,Wheat,Rabi,2016-17,1281.0
Assam,Nagaon,Gram,Rabi,2016-17,678.0
Assam,Nagaon,Lentil,Rabi,2016-17,692.0
Assam,Nagaon,Maize,Kharif,2016-17,3045.0
Assam,Nagaon,Moong,Rabi,2016-17,712.0
Assam,Nagaon,Rice,Kharif,2016-17,1650.0
Assam,Nagaon,Rice,Rabi,2016-17,2278.0
Assam,Nagaon,Rice,Summer,2016-17,2654.0
Assam,Nagaon,Shree Anna /Nutri Cereals,Kharif,2016-17,450.0
Assam,Nagaon,Small Millets,Kharif,2016-17,450.0
Assam,Nagaon,Tur,Kharif,2016-17,749.0
Assam,Nagaon,Urad,Rabi,2016-17,809.0
Assam,Nagaon,Wheat,Rabi,2016-17,969.0
Assam,Nalbari,Gram,Rabi,2016-17,700.0
Assam,Nalbari,Lentil,Rabi,2016-17,749.0
Assam,Nalbari,Maize,Kharif,2016-17,1901.0
Assam,Nalbari,Moong,Rabi,2016-17,864.0
Assam,Nalbari,Rice,Kharif,2016-17,1243.0
Assam,Nalbari,Rice,Rabi,2016-17,2252.0
Assam,Nalbari,Rice,Summer,2016-17,2782.0
Assam,Nalbari,Shree Anna /Nutri Cereals,Kharif,2016-17,500.0
Assam,Nalbari,Small Millets,Kharif,2016-17,500.0
Assam,Nalbari,Tur,Kharif,2016-17,798.0
Assam,Nalbari,Urad,Rabi,2016-17,718.0
Assam,Nalbari,Wheat,Rabi,2016-17,1007.0
Assam,Sivasagar,Gram,Rabi,2016-17,600.0
Assam,Sivasagar,Lentil,Rabi,2016-17,695.0
Assam,Sivasagar,Maize,Kharif,2016-17,2818.0
Assam,Sivasagar,Moong,Rabi,2016-17,734.0
Assam,Sivasagar,Rice,Kharif,2016-17,1349.0
Assam,Sivasagar,Rice,Rabi,2016-17,1969.0
Assam,Sivasagar,Rice,Summer,2016-17,2773.0
Assam,Sivasagar,Shree Anna /Nutri Cereals,Kharif,2016-17,625.0
Assam,Sivasagar,Small Millets,Kharif,2016-17,625.0
Assam,Sivasagar,Tur,Kharif,2016-17,806.0
Assam,Sivasagar,Urad,Rabi,2016-17,677.0
Assam,Sivasagar,Wheat,Rabi,2016-17,1000.0
Assam,Sonitpur,Gram,Rabi,2016-17,723.0
Assam,Sonitpur,Lentil,Rabi,2016-17,822.0
Assam,Sonitpur,Maize,Kharif,2016-17,5117.0
Assam,Sonitpur,Moong,Rabi,2016-17,729.0
Assam,Sonitpur,Rice,Kharif,2016-17,1969.0
Assam,Sonitpur,Rice,Rabi,2016-17,1938.0
Assam,Sonitpur,Rice,Summer,2016-17,2959.0
Assam,Sonitpur,Shree Anna /Nutri Cereals,Kharif,2016-17,596.0
Assam,Sonitpur,Small Millets,Kharif,2016-17,596.0
Assam,Sonitpur,Tur,Kharif,2016-17,940.0
Assam,Sonitpur,Urad,Rabi,2016-17,817.0
Assam,Sonitpur,Wheat,Rabi,2016-17,1249.0
Assam,Sribhumi,Gram,Rabi,2016-17,571.0
Assam,Sribhumi,Lentil,Rabi,2016-17,660.0
Assam,Sribhumi,Maize,Kharif,2016-17,2517.0
Assam,Sribhumi,Moong,Rabi,2016-17,684.0
Assam,Sribhumi,Rice,Kharif,2016-17,1597.0
Assam,Sribhumi,Rice,Rabi,2016-17,2062.0
Assam,Sribhumi,Rice,Summer,2016-17,636.0
Assam,Sribhumi,Shree Anna /Nutri Cereals,Kharif,2016-17,500.0
Assam,Sribhumi,Small Millets,Kharif,2016-17,500.0
Assam,Sribhumi,Tur,Kharif,2016-17,760.0
Assam,Sribhumi,Urad,Rabi,2016-17,675.0
Assam,Sribhumi,Wheat,Rabi,2016-17,1333.0
Assam,Tinsukia,Gram,Rabi,2016-17,667.0
Assam,Tinsukia,Lentil,Rabi,2016-17,571.0
Assam,Tinsukia,Maize,Kharif,2016-17,561.0
Assam,Tinsukia,Moong,Rabi,2016-17,563.0
Assam,Tinsukia,Rice,Kharif,2016-17,1083.0
Assam,Tinsukia,Rice,Rabi,2016-17,1661.0
Assam,Tinsukia,Rice,Summer,2016-17,2774.0
Assam,Tinsukia,Shree Anna /Nutri Cereals,Kharif,2016-17,574.0
Assam,Tinsukia,Small Millets,Kharif,2016-17,574.0
Assam,Tinsukia,Tur,Kharif,2016-17,577.0
Assam,Tinsukia,Urad,Rabi,2016-17,1064.0
Assam,Tinsukia,Wheat,Rabi,2016-17,1333.0
Assam,Udalguri,Gram,Rabi,2016-17,700.0
Assam,Udalguri,Lentil,Rabi,2016-17,611.0
Assam,Udalguri,Maize,Kharif,2016-17,2220.0
Assam,Udalguri,Moong,Rabi,2016-17,726.0
Assam,Udalguri,Rice,Kharif,2016-17,1000.0
Assam,Udalguri,Rice,Rabi,2016-17,2090.0
Assam,Udalguri,Rice,Summer,2016-17,2485.0
Assam,Udalguri,Shree Anna /Nutri Cereals,Kharif,2016-17,650.0
Assam,Udalguri,Small Millets,Kharif,2016-17,650.0
Assam,Udalguri,Tur,Kharif,2016-17,831.0
Assam,Udalguri,Urad,Rabi,2016-17,657.0
Assam,Udalguri,Wheat,Rabi,2016-17,1153.0
Bihar,Araria,Gram,Rabi,2016-17,1122.0
Bihar,Araria,Lentil,Rabi,2016-17,621.0
Bihar,Araria,Maize,Rabi,2016-17,5855.0
Bihar,Araria,Maize,Summer,2016-17,7130.0
Bihar,Araria,Moong,Kharif,2016-17,972.0
Bihar,Araria,Moong,Summer,2016-17,1127.0
Bihar,Araria,Ragi,Kharif,2016-17,724.0
Bihar,Araria,Rice,Kharif,2016-17,1519.0
Bihar,Araria,Rice,Rabi,2016-17,2049.0
Bihar,Araria,Rice,Summer,2016-17,1979.0
Bihar,Araria,Shree Anna /Nutri Cereals,Kharif,2016-17,724.0
Bihar,Araria,Tur,Kharif,2016-17,1579.0
Bihar,Araria,Urad,Kharif,2016-17,917.0
Bihar,Araria,Wheat,Rabi,2016-17,2452.0
Bihar,Arwal,Barley,Rabi,2016-17,1344.0
Bihar,Arwal,Gram,Rabi,2016-17,1262.0
Bihar,Arwal,Lentil,Rabi,2016-17,796.0
Bihar,Arwal,Maize,Kharif,2016-17,2664.0
Bihar,Arwal,Maize,Rabi,2016-17,7481.0
Bihar,Arwal,Maize,Summer,2016-17,5869.0
Bihar,Arwal,Moong,Kharif,2016-17,893.0
Bihar,Arwal,Moong,Summer,2016-17,1013.0
Bihar,Arwal,Ragi,Kharif,2016-17,711.0
Bihar,Arwal,Rice,Rabi,2016-17,3493.0
Bihar,Arwal,Shree Anna /Nutri Cereals,Kharif,2016-17,711.0
Bihar,Arwal,Tur,Kharif,2016-17,967.0
Bihar,Arwal,Urad,Kharif,2016-17,882.0
Bihar,Arwal,Wheat,Rabi,2016-17,2643.0
Bihar,Aurangabad,Barley,Rabi,2016-17,1183.0
Bihar,Aurangabad,Gram,Rabi,2016-17,875.0
Bihar,Aurangabad,Lentil,Rabi,2016-17,876.0
Bihar,Aurangabad,Maize,Kharif,2016-17,2414.0
Bihar,Aurangabad,Moong,Kharif,2016-17,800.0
Bihar,Aurangabad,Moong,Summer,2016-17,1036.0
Bihar,Aurangabad,Ragi,Kharif,2016-17,500.0
Bihar,Aurangabad,Rice,Rabi,2016-17,3534.0
Bihar,Aurangabad,Shree Anna /Nutri Cereals,Kharif,2016-17,500.0
Bihar,Aurangabad,Tur,Kharif,2016-17,1466.0
Bihar,Aurangabad,Urad,Kharif,2016-17,1000.0
Bihar,Aurangabad,Wheat,Rabi,2016-17,2329.0
Bihar,Banka,Barley,Rabi,2016-17,2421.0
Bihar,Banka,Gram,Rabi,2016-17,1367.0
Bihar,Banka,Lentil,Rabi,2016-17,1207.0
Bihar,Banka,Maize,Kharif,2016-17,2716.0
Bihar,Banka,Maize,Rabi,2016-17,3291.0
Bihar,Banka,Maize,Summer,2016-17,4543.0
Bihar,Banka,Moong,Kharif,2016-17,503.0
Bihar,Banka,Moong,Summer,2016-17,690.0
Bihar,Banka,Rice,Kharif,2016-17,1680.0
Bihar,Banka,Rice,Rabi,2016-17,3400.0
Bihar,Banka,Tur,Kharif,2016-17,965.0
Bihar,Banka,Urad,Kharif,2016-17,909.0
Bihar,Banka,Wheat,Rabi,2016-17,2676.0
Bihar,Begusarai,Bajra,Kharif,2016-17,1100.0
Bihar,Begusarai,Barley,Rabi,2016-17,1500.0
Bihar,Begusarai,Gram,Rabi,2016-17,1067.0
Bihar,Begusarai,Jowar,Kharif,2016-17,1064.0
Bihar,Begusarai,Lentil,Rabi,2016-17,815.0
Bihar,Begusarai,Maize,Kharif,2016-17,934.0
Bihar,Begusarai,Maize,Rabi,2016-17,7682.0
Bihar,Begusarai,Maize,Summer,2016-17,2241.0
Bihar,Begusarai,Moong,Kharif,2016-17,699.0
Bihar,Begusarai,Moong,Summer,2016-17,1022.0
Bihar,Begusarai,Ragi,Kharif,2016-17,733.0
Bihar,Begusarai,Rice,Kharif,2016-17,3674.0
Bihar,Begusarai,Rice,Rabi,2016-17,3363.0
Bihar,Begusarai,Shree Anna /Nutri Cereals,Kharif,2016-17,770.0
Bihar,Begusarai,Small Millets,Kharif,2016-17,751.0
Bihar,Begusarai,Tur,Kharif,2016-17,1667.0
Bihar,Begusarai,Urad,Kharif,2016-17,851.0
Bihar,Begusarai,Wheat,Rabi,2016-17,3779.0
Bihar,Bhagalpur,Barley,Rabi,2016-17,761.0
Bihar,Bhagalpur,Gram,Rabi,2016-17,826.0
Bihar,Bhagalpur,Jowar,Kharif,2016-17,1100.0
Bihar,Bhagalpur,Lentil,Rabi,2016-17,706.0
Bihar,Bhagalpur,Maize,Kharif,2016-17,1730.0
Bihar,Bhagalpur,Maize,Rabi,2016-17,4642.0
Bihar,Bhagalpur,Maize,Summer,2016-17,4567.0
Bihar,Bhagalpur,Moong,Kharif,2016-17,385.0
